shipment_id,supplier_id,product_id,shipment_date,expected_delivery,actual_delivery,status
SHIP-001786,SUP-009,PROD-0093,2024-01-11,2024-01-27,2024-01-27,Delivered
SHIP-001787,SUP-011,PROD-0013,2024-09-12,2024-10-12,2024-10-14,Delivered
SHIP-001788,SUP-020,PROD-0096,2024-11-23,2024-12-13,2024-12-14,Delivered
SHIP-001789,SUP-001,PROD-0026,2024-09-27,2024-10-04,2024-10-04,Delivered
SHIP-001790,SUP-007,PROD-0076,2024-09-24,2024-10-14,2024-10-16,Delivered
SHIP-001791,SUP-014,PROD-0062,2024-11-22,2024-11-29,2024-11-29,Delivered
SHIP-001792,SUP-014,PROD-0074,2024-02-23,2024-03-01,2024-02-29,Delivered
SHIP-001793,SUP-002,PROD-0038,2024-10-13,2024-11-06,2024-11-04,Delivered
SHIP-001794,SUP-018,PROD-0025,2024-10-11,2024-11-02,2024-11-02,Delivered
SHIP-001795,SUP-009,PROD-0013,2024-09-26,2024-10-12,2024-10-21,Delayed
SHIP-001796,SUP-014,PROD-0003,2024-03-12,2024-03-19,2024-03-18,Delivered
SHIP-001797,SUP-018,PROD-0080,2024-04-24,2024-05-16,2024-05-15,Delivered
SHIP-001798,SUP-020,PROD-0048,2024-06-21,2024-07-11,2024-07-10,Delivered
SHIP-001799,SUP-002,PROD-0007,2024-12-09,2025-01-02,2025-01-04,Delivered
SHIP-001800,SUP-016,PROD-0012,2024-07-20,2024-07-25,2024-07-31,Delayed
SHIP-001801,SUP-016,PROD-0071,2024-05-16,2024-05-21,2024-05-19,Delivered
SHIP-001802,SUP-005,PROD-0068,2024-11-14,2024-11-19,2024-11-19,Delivered
SHIP-001803,SUP-015,PROD-0015,2024-05-13,2024-06-09,2024-06-19,Delayed
SHIP-001804,SUP-009,PROD-0012,2024-08-05,2024-08-21,2024-08-20,Delivered
SHIP-001805,SUP-004,PROD-0100,2024-03-07,2024-03-23,2024-03-25,Delivered
SHIP-001806,SUP-007,PROD-0093,2024-07-24,2024-08-13,2024-08-13,Delivered
SHIP-001807,SUP-016,PROD-0095,2024-02-28,2024-03-04,2024-03-03,Delivered
SHIP-001808,SUP-019,PROD-0021,2024-02-04,2024-02-08,2024-02-06,Delivered
SHIP-001809,SUP-011,PROD-0035,2024-08-24,2024-09-23,2024-09-23,Delivered
SHIP-001810,SUP-011,PROD-0069,2024-12-18,2025-01-17,,In Transit
SHIP-001811,SUP-007,PROD-0041,2024-11-24,2024-12-14,2024-12-14,Delivered
SHIP-001812,SUP-011,PROD-0082,2024-01-04,2024-02-03,2024-02-03,Delivered
SHIP-001813,SUP-010,PROD-0093,2024-08-13,2024-09-03,2024-09-03,Delivered
SHIP-001814,SUP-010,PROD-0045,2024-12-29,2025-01-19,2025-01-17,Delivered
SHIP-001815,SUP-017,PROD-0076,2024-08-02,2024-08-16,2024-08-17,Delivered
SHIP-001816,SUP-002,PROD-0077,2024-09-22,2024-10-16,2024-10-15,Delivered
SHIP-001817,SUP-008,PROD-0034,2024-10-06,2024-10-29,2024-10-27,Delivered
SHIP-001818,SUP-005,PROD-0063,2024-04-01,2024-04-06,2024-04-04,Delivered
SHIP-001819,SUP-005,PROD-0087,2024-09-10,2024-09-15,2024-09-14,Delivered
SHIP-001820,SUP-019,PROD-0005,2024-04-10,2024-04-14,2024-04-14,Delivered
SHIP-001821,SUP-007,PROD-0098,2024-10-03,2024-10-23,2024-10-22,Delivered
SHIP-001822,SUP-011,PROD-0079,2024-05-11,2024-06-10,2024-06-10,Delivered
SHIP-001823,SUP-004,PROD-0017,2024-10-04,2024-10-20,2024-10-21,Delivered
SHIP-001824,SUP-002,PROD-0043,2024-01-08,2024-02-01,2024-02-01,Delivered
SHIP-001825,SUP-012,PROD-0085,2024-05-07,2024-06-04,2024-06-05,Delivered
